pathway_namespace	pathway_identifier	pathway_name	snps
reactome	R-HSA-193993	Mineralocorticoid biosynthesis	
reactome	R-HSA-164516	Minus-strand DNA synthesis	
reactome	R-HSA-211958	Miscellaneous substrates	rs2108622
reactome	R-HSA-5223345	Miscellaneous transport and binding events	
reactome	R-HSA-5358508	Mismatch Repair	
reactome	R-HSA-5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	
reactome	R-HSA-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	
reactome	R-HSA-5339716	Misspliced GSK3beta mutants stabilize beta-catenin	rs11158493
reactome	R-HSA-5339717	Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling	rs3736228,rs1733724
reactome	R-HSA-1369007	Mitochondrial ABC transporters	
reactome	R-HSA-77289	Mitochondrial Fatty Acid Beta-Oxidation	rs2286963
reactome	R-HSA-166187	Mitochondrial Uncoupling Proteins	
reactome	R-HSA-1592230	Mitochondrial biogenesis	rs7795096,rs7805747,rs1366594,rs10423674,rs12915189,rs10491334,rs32579
reactome	R-HSA-8949215	Mitochondrial calcium ion transport	rs12883884
reactome	R-HSA-1362409	Mitochondrial iron-sulfur cluster biogenesis	rs2224391
reactome	R-HSA-1268020	Mitochondrial protein import	rs7085433,rs2075650,rs157580
reactome	R-HSA-379726	Mitochondrial tRNA aminoacylation	
reactome	R-HSA-163282	Mitochondrial transcription initiation	
reactome	R-HSA-163316	Mitochondrial transcription termination	
reactome	R-HSA-5368287	Mitochondrial translation	rs7638110,rs7716600
reactome	R-HSA-5389840	Mitochondrial translation elongation	rs7638110,rs7716600
reactome	R-HSA-5368286	Mitochondrial translation initiation	rs7638110,rs7716600
reactome	R-HSA-5419276	Mitochondrial translation termination	rs7638110,rs7716600
reactome	R-HSA-5205647	Mitophagy	rs6610953,rs2075650,rs157580
reactome	R-HSA-68882	Mitotic Anaphase	rs2312147,rs1007738,rs4906172,rs438034,rs11158493,rs2431697,rs16912145,rs1493682,rs9357155,rs990324,rs831571
reactome	R-HSA-453279	Mitotic G1-G1/S phases	rs10876993,rs12483205,rs9642880,rs445,rs8102137,rs2835810,rs11968166,rs1063192,rs7158173,rs2069408,rs2282978,rs11082304,rs16991615,rs837763,rs11611647,rs3218097,rs1321311,rs4238010,rs236114,rs4132509,rs2277339,rs9357155,rs4800148,rs4369779,rs10758669,rs831571
reactome	R-HSA-453274	Mitotic G2-G2/M phases	rs2236164,rs2069408,rs1007738,rs4906172,rs438034,rs1321311,rs2301436,rs784411,rs16861990,rs13224682,rs9357155,rs7798500,rs1561570,rs831571
reactome	R-HSA-2555396	Mitotic Metaphase and Anaphase	rs2312147,rs1007738,rs4906172,rs438034,rs11158493,rs2431697,rs16912145,rs1493682,rs9357155,rs990324,rs831571
reactome	R-HSA-68881	Mitotic Metaphase/Anaphase Transition	
reactome	R-HSA-68877	Mitotic Prometaphase	rs2236164,rs1007738,rs4906172,rs438034,rs2301436,rs11158493,rs1493682,rs784411,rs16861990,rs13224682,rs990324,rs7798500
reactome	R-HSA-68875	Mitotic Prophase	rs2312147,rs2916733,rs10460009,rs1031381,rs4668356,rs3889237,rs2807580,rs12199222,rs17077154,rs2283792,rs4294134
reactome	R-HSA-69618	Mitotic Spindle Checkpoint	rs1493682,rs16912145,rs1007738,rs4906172,rs438034,rs11158493
reactome	R-HSA-68884	Mitotic Telophase/Cytokinesis	rs990324
reactome	R-HSA-2129379	Molecules associated with elastic fibres	rs967417,rs12431733,rs7077361,rs7577894,rs3791679,rs374748,rs4444235,rs27855
reactome	R-HSA-947581	Molybdenum cofactor biosynthesis	
reactome	R-HSA-1222449	Mtb iron assimilation by chelation	
reactome	R-HSA-2206281	Mucopolysaccharidoses	rs530501,rs337847
reactome	R-HSA-427601	Multifunctional anion exchangers	rs2108225,rs11240594
reactome	R-HSA-390648	Muscarinic acetylcholine receptors	
reactome	R-HSA-397014	Muscle contraction	rs3807375,rs2229116,rs5215,rs2070615,rs3825214,rs975121,rs10919071,rs2819742,rs2819770,rs2237886,rs2580816,rs2270676,rs4725982,rs999943,rs6795970,rs2900976,rs2681472,rs3758354,rs4640244,rs13015447,rs4074536,rs7554607,rs6544997,rs358592,rs12476289,rs2084385,rs2306677,rs727957,rs11957313,rs2237892,rs1127065,rs3922844,rs11065611,rs179429,rs1926203,rs2281845,rs12576239,rs216013,rs909116,rs6800541,rs365990,rs1551943,rs8079702,rs12053903,rs7069923,rs12883884,rs1440072,rs5219,rs7076247,rs6807064,rs2681492,rs163182,rs2237878
reactome	R-HSA-975871	MyD88 cascade initiated on plasma membrane	rs2283792,rs2070600,rs11618202,rs40457,rs1366594,rs968451,rs17291650,rs8016947,rs2076756,rs398652,rs16886165,rs2413583,rs5743289,rs9302752,rs7665090,rs889312,rs4601609
reactome	R-HSA-5602498	MyD88 deficiency (TLR2/4)	rs13236689
reactome	R-HSA-5602680	MyD88 deficiency (TLR5)	
reactome	R-HSA-975155	MyD88 dependent cascade initiated on endosome	rs2283792,rs2070600,rs11618202,rs40457,rs1366594,rs968451,rs17291650,rs8016947,rs2076756,rs398652,rs16886165,rs2413583,rs5743289,rs9302752,rs7665090,rs889312,rs4601609
reactome	R-HSA-166166	MyD88-independent TLR4 cascade	rs2070600,rs11618202,rs40457,rs1366594,rs968451,rs17291650,rs8016947,rs2076756,rs16912145,rs2413583,rs5743289,rs9302752,rs7665090,rs2283792,rs4601609,rs10133111
reactome	R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	rs2283792,rs13236689,rs2070600,rs11618202,rs40457,rs1366594,rs968451,rs17291650,rs8016947,rs2076756,rs398652,rs16886165,rs2413583,rs5743289,rs9302752,rs7665090,rs889312,rs4601609
reactome	R-HSA-3785653	Myoclonic epilepsy of Lafora	
reactome	R-HSA-525793	Myogenesis	rs11695685,rs2298574,rs1366594,rs4468878,rs1970546,rs4925189,rs9960767,rs944260,rs613872
reactome	R-HSA-975577	N-Glycan antennae elongation	rs16861329,rs10438933,rs11220462,rs10937275,rs2236653
reactome	R-HSA-975576	N-glycan antennae elongation in the medial/trans-Golgi	rs8007846,rs16861329,rs10438933,rs11220462,rs10937275,rs10483776,rs2236653,rs7159888
reactome	R-HSA-964739	N-glycan trimming and elongation in the cis-Golgi	rs655601
reactome	R-HSA-532668	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	
reactome	R-HSA-205025	NADE modulates death signalling	
reactome	R-HSA-389542	NADPH regeneration	
reactome	R-HSA-375165	NCAM signaling for neurite out-growth	rs1064395,rs12279261,rs2070615,rs7319311,rs6052699,rs11898505,rs7044529,rs6107516,rs7076247,rs216013,rs3742207,rs2281845,rs1436109,rs2283792,rs7069923
reactome	R-HSA-419037	NCAM1 interactions	rs1064395,rs12279261,rs2070615,rs7319311,rs6052699,rs7044529,rs6107516,rs7076247,rs216013,rs3742207,rs2281845,rs1436109,rs7069923
reactome	R-HSA-9636003	NEIL3-mediated resolution of ICLs	rs1395479
reactome	R-HSA-168333	NEP/NS2 Interacts with the Cellular Export Machinery	rs12199222,rs4294134
reactome	R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	rs1990760,rs4815617
reactome	R-HSA-209560	NF-kB is activated and signals survival	rs7665090,rs8016947
reactome	R-HSA-205017	NFG and proNGF binds to p75NTR	
reactome	R-HSA-167060	NGF processing	rs7561273,rs2842483,rs10512049
reactome	R-HSA-187024	NGF-independant TRKA activation	
reactome	R-HSA-5676590	NIK-->noncanonical NF-kB signaling	rs9357155,rs831571
reactome	R-HSA-168638	NOD1/2 Signaling Pathway	rs40457,rs968451,rs610604,rs4077515,rs2076756,rs2327832,rs10781500,rs2413583,rs2230926,rs5743289,rs9302752
reactome	R-HSA-203754	NOSIP mediated eNOS trafficking	
reactome	R-HSA-203641	NOSTRIN mediated eNOS trafficking	rs3807989
reactome	R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	rs11984041,rs12423712,rs9642880,rs2597513
reactome	R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	rs2273061
reactome	R-HSA-2197563	NOTCH2 intracellular domain regulates transcription	rs8192917
reactome	R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	rs11979158,rs798766,rs2273061
reactome	R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	rs4917014,rs4132601,rs10276619,rs6670655
reactome	R-HSA-9013700	NOTCH4 Activation and Transmission of Signal to the Nucleus	rs3131296,rs2273061,rs443198,rs404860,rs9296015
reactome	R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription	rs1926203,rs3131296,rs744910,rs443198,rs404860,rs9296015
reactome	R-HSA-1368071	NR1D1 (REV-ERBA) represses gene expression	
reactome	R-HSA-193648	NRAGE signals death through JNK	rs3780792,rs11842874,rs477895,rs6063312,rs12344583,rs2062583,rs1354034
reactome	R-HSA-205043	NRIF signals cell death from the nucleus	
reactome	R-HSA-168276	NS1 Mediated Effects on Host Pathways	rs12199222,rs4294134
reactome	R-HSA-9025046	NTF3 activates NTRK2 (TRKB) signaling	
reactome	R-HSA-9034013	NTF3 activates NTRK3 signaling	rs9806762
reactome	R-HSA-9026357	NTF4 activates NTRK2 (TRKB) signaling	
reactome	R-HSA-9032759	NTRK2 activates RAC1	rs13088462,rs6265
reactome	R-HSA-9603505	NTRK3 as a dependence receptor	rs9806762
reactome	R-HSA-442660	Na+/Cl- dependent neurotransmitter transporters	rs1564348,rs651164,rs10774021,rs9990174,rs9036
reactome	R-HSA-420597	Nectin/Necl  trans heterodimerization	rs10489849,rs7255066,rs1474747
reactome	R-HSA-8951664	Neddylation	rs7579899,rs17083844,rs3769124,rs7208487,rs13390159,rs17116334,rs3772130,rs16912145,rs9357155,rs11107116,rs2430212,rs831571,rs1568657
reactome	R-HSA-167590	Nef Mediated CD4 Down-regulation	
reactome	R-HSA-182218	Nef Mediated CD8 Down-regulation	rs6547705
reactome	R-HSA-164944	Nef and signal transduction	rs864537,rs13230047,rs11984075,rs2056626,rs2084385,rs741301,rs10488031,rs169082
reactome	R-HSA-164939	Nef mediated downregulation of CD28 cell surface expression	
reactome	R-HSA-164940	Nef mediated downregulation of MHC class I complex cell surface expression	rs2860580
reactome	R-HSA-164938	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	rs6547705,rs2860580
reactome	R-HSA-5250941	Negative epigenetic regulation of rRNA expression	rs8028182,rs7097,rs8321
reactome	R-HSA-5674499	Negative feedback regulation of MAPK pathway	rs2283792
reactome	R-HSA-5654726	Negative regulation of FGFR1 signaling	rs9574565,rs1458038,rs10748128,rs152528,rs17369571,rs2283792,rs2121875,rs534870
reactome	R-HSA-5654727	Negative regulation of FGFR2 signaling	rs1458038,rs10748128,rs1219648,rs534870,rs152528,rs9574565,rs4338740,rs2981579,rs17369571,rs2283792,rs2121875
reactome	R-HSA-5654732	Negative regulation of FGFR3 signaling	rs9574565,rs1458038,rs10748128,rs152528,rs2283792,rs534870
reactome	R-HSA-5654733	Negative regulation of FGFR4 signaling	rs9574565,rs10748128,rs152528,rs2283792,rs534870
reactome	R-HSA-5675221	Negative regulation of MAPK pathway	rs11158493,rs6691170,rs2283792,rs5945326,rs6687758,rs11065987
reactome	R-HSA-6807004	Negative regulation of MET activity	rs2562784,rs10810865,rs6673480,rs1893217,rs2242285,rs1755289,rs10243024
reactome	R-HSA-9617324	Negative regulation of NMDA receptor-mediated neuronal transmission	rs9303401,rs4764039,rs10898392,rs3885683,rs1127065,rs17148090,rs4764043,rs10491334,rs10501570,rs2160519
reactome	R-HSA-9604323	Negative regulation of NOTCH4 signaling	rs404860,rs9357155,rs3131296,rs443198,rs798766,rs831571,rs9296015
reactome	R-HSA-5368598	Negative regulation of TCF-dependent signaling by DVL-interacting proteins	
reactome	R-HSA-3772470	Negative regulation of TCF-dependent signaling by WNT ligand antagonists	rs16826658,rs3736228,rs1513670,rs1733724
reactome	R-HSA-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	rs29941,rs2859631,rs9923451,rs987237
reactome	R-HSA-199418	Negative regulation of the PI3K/AKT network	rs2115386,rs1350666,rs1342326,rs454305,rs891088,rs4338740,rs3805236,rs12821256,rs2283792,rs2121875,rs2504063,rs9282641,rs10748128,rs1420101,rs4675374,rs543650,rs7578326,rs152528,rs2981579,rs4132509,rs17369571,rs9290936,rs2439312,rs3782181,rs1484170,rs7111341,rs2114039,rs6902771,rs10243024,rs1458038,rs1999805,rs1219648,rs7626795,rs7677751,rs11158493,rs6051520,rs2943641,rs11979158,rs995030
reactome	R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling	rs2327832,rs1990760,rs4815617,rs16912145,rs2230926,rs610604,rs10133111
reactome	R-HSA-373753	Nephrin family interactions	rs2268983,rs1939992,rs1557488,rs11898505,rs4935969
reactome	R-HSA-418886	Netrin mediated repulsion signals	rs7504990,rs768048,rs12643654
reactome	R-HSA-373752	Netrin-1 signaling	rs4282339,rs1379659,rs7504990,rs768048,rs7050529,rs4703129,rs12643654
reactome	R-HSA-6794361	Neurexins and neuroligins	rs4764039,rs10898392,rs7769153,rs3885683,rs10831496,rs12500426,rs7713917,rs17148090,rs4764043,rs10146997,rs11848785,rs13074924,rs17021918,rs10501570,rs2160519
reactome	R-HSA-8863678	Neurodegenerative Diseases	rs9480865,rs27524,rs2153960,rs4601609
reactome	R-HSA-447043	Neurofascin interactions	
reactome	R-HSA-112316	Neuronal System	rs242557,rs12658202,rs4979906,rs291353,rs2877716,rs16868941,rs2070615,rs12500426,rs7805747,rs6118083,rs8070723,rs2237886,rs2283792,rs13074924,rs2160519,rs3027409,rs10831496,rs950776,rs649891,rs29232,rs9290936,rs363512,rs2116078,rs6056209,rs3110496,rs2237892,rs1127065,rs517811,rs10774021,rs8043440,rs10501570,rs1051730,rs1564348,rs8079702,rs7626795,rs183211,rs10121009,rs7076247,rs7798500,rs12807809,rs10491334,rs12797755,rs5215,rs7069923,rs2237878,rs10504543,rs3807375,rs10898392,rs9806762,rs3885683,rs7044355,rs12207601,rs7795096,rs4764043,rs11848785,rs17716942,rs8099939,rs1975197,rs4725982,rs263238,rs758642,rs4764039,rs12914385,rs12201676,rs3743200,rs4640244,rs2601828,rs10455248,rs17148090,rs2053506,rs17021918,rs2439312,rs1869901,rs651164,rs958798,rs7713917,rs2247572,rs6695567,rs179429,rs10146997,rs12576239,rs13376333,rs17584499,rs9303401,rs7769153,rs9990174,rs2475335,rs3889237,rs5219,rs13224682,rs199533,rs8042374,rs163182
reactome	R-HSA-194306	Neurophilin interactions with VEGF and VEGFR	rs17086609
reactome	R-HSA-168799	Neurotoxicity of clostridium toxins	
reactome	R-HSA-112311	Neurotransmitter clearance	rs1564348,rs651164,rs3027409
reactome	R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	rs242557,rs12658202,rs16868941,rs291353,rs10898392,rs2877716,rs3885683,rs12207601,rs7795096,rs7805747,rs4764043,rs8070723,rs6118083,rs2283792,rs8099939,rs2160519,rs263238,rs758642,rs4764039,rs12914385,rs12201676,rs4640244,rs3743200,rs29232,rs2601828,rs950776,rs17148090,rs1869901,rs2439312,rs363512,rs6056209,rs3110496,rs517811,rs1127065,rs8043440,rs10501570,rs1051730,rs8042374,rs12807809,rs9303401,rs8079702,rs183211,rs3889237,rs13224682,rs199533,rs7798500,rs10491334,rs12797755
reactome	R-HSA-112310	Neurotransmitter release cycle	rs6695567,rs1564348,rs10455248,rs651164,rs10774021,rs3027409,rs10121009,rs9990174
reactome	R-HSA-112313	Neurotransmitter uptake and metabolism In glial cells	
reactome	R-HSA-6798695	Neutrophil degranulation	rs11574637,rs2885805,rs337847,rs17095830,rs2860580,rs13437082,rs2236313,rs2283792,rs4538475,rs11618202,rs12034383,rs4906172,rs950776,rs7937,rs228614,rs9264942,rs17126232,rs2523608,rs4698412,rs2289700,rs3177980,rs1385374,rs9468925,rs1335532,rs3818361,rs10484554,rs6917747,rs9888739,rs6701713,rs2807278,rs1801274,rs3865444,rs10512597,rs13236689,rs1667255,rs766903,rs3826656,rs11150610,rs6504218,rs169082,rs2247056,rs7665090,rs7236477,rs7112513,rs831571,rs4789939
reactome	R-HSA-197264	Nicotinamide salvaging	rs2847476
reactome	R-HSA-196807	Nicotinate metabolism	rs4698412,rs2847476,rs4538475
reactome	R-HSA-392154	Nitric oxide stimulates guanylate cyclase	rs3796804,rs4979906,rs710841,rs7922491,rs4795067,rs12418204
reactome	R-HSA-427413	NoRC negatively regulates rRNA expression	rs8028182,rs7097,rs8321
reactome	R-HSA-3000171	Non-integrin membrane-ECM interactions	rs2158836,rs10874639,rs1667255,rs441051,rs1008953,rs7319311,rs4925386,rs3889237,rs12621278,rs2275215,rs2268983,rs7044529,rs3742207,rs525410
reactome	R-HSA-9017802	Noncanonical activation of NOTCH3	
reactome	R-HSA-5693571	Nonhomologous End-Joining (NHEJ)	rs365132,rs1801516,rs2244012,rs12913832,rs1667394,rs6435862,rs16859517,rs3768716
reactome	R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	rs2280401,rs6604026,rs12580100,rs10507380
reactome	R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	rs2280401,rs6604026,rs12580100,rs10507380
reactome	R-HSA-927802	Nonsense-Mediated Decay (NMD)	rs2280401,rs6604026,rs12580100,rs10507380
reactome	R-HSA-181430	Norepinephrine Neurotransmitter Release Cycle	rs1564348,rs10121009,rs651164,rs3027409,rs10455248
reactome	R-HSA-350054	Notch-HLH transcription pathway	rs11984041,rs12423712,rs2597513,rs3131296,rs443198,rs404860,rs9296015
reactome	R-HSA-447038	NrCAM interactions	
reactome	R-HSA-2980766	Nuclear Envelope Breakdown	rs3889237,rs12199222,rs2807580,rs2312147,rs10460009,rs4294134
reactome	R-HSA-2995410	Nuclear Envelope Reassembly	rs2312147
reactome	R-HSA-198725	Nuclear Events (kinase and transcription factor activation)	rs17291650,rs2283792,rs1366594
reactome	R-HSA-3301854	Nuclear Pore Complex (NPC) Disassembly	rs12199222,rs2807580,rs4294134
reactome	R-HSA-383280	Nuclear Receptor transcription pathway	rs1490453,rs5919432,rs9310736,rs1529672,rs5031002,rs6902771,rs3790844,rs809736,rs6625163,rs339969,rs10800098,rs1435703,rs2504063,rs1436900,rs1999805,rs7120118,rs3743266,rs1800961,rs543650,rs4812829,rs11071559,rs12423712,rs340029,rs285480,rs3784609
reactome	R-HSA-180746	Nuclear import of Rev protein	rs12199222,rs4294134
reactome	R-HSA-1251985	Nuclear signaling by ERBB4	rs1350666,rs1999805,rs9923451,rs1484170,rs6902771,rs543650,rs2859631,rs2439312,rs2504063,rs1746048
reactome	R-HSA-8956320	Nucleobase biosynthesis	
reactome	R-HSA-8956319	Nucleobase catabolism	rs873917,rs37369,rs470119,rs11143230,rs2074955
reactome	R-HSA-774815	Nucleosome assembly	rs1490388,rs9388489
reactome	R-HSA-5696398	Nucleotide Excision Repair	rs4950322,rs690705,rs3136202,rs7603514,rs3219090,rs2113334,rs6761
reactome	R-HSA-8956321	Nucleotide salvage	rs470119,rs4657482,rs7924176,rs2074955
reactome	R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	rs40457,rs968451,rs1539019,rs610604,rs4077515,rs2076756,rs2327832,rs10781500,rs2413583,rs2230926,rs5743289,rs9302752,rs7665090
reactome	R-HSA-418038	Nucleotide-like (purinergic) receptors	
reactome	R-HSA-5173214	O-glycosylation of TSR domain-containing proteins	rs12899618,rs1816002,rs1427593,rs275380,rs6795735,rs4842838,rs6868223,rs17556665,rs7249094,rs4533267,rs7183263
reactome	R-HSA-5173105	O-linked glycosylation	rs10438933,rs6795735,rs275380,rs1427593,rs16861329,rs1816002,rs10865331,rs6868223,rs17556665,rs2236653,rs4842838,rs7249094,rs4533267,rs7183263,rs10873876,rs1109501,rs4072037,rs6710518,rs11220462,rs10937275,rs10259085,rs12899618
reactome	R-HSA-913709	O-linked glycosylation of mucins	rs10873876,rs16861329,rs10438933,rs4072037,rs10865331,rs1109501,rs6710518,rs10259085,rs10937275,rs11220462,rs2236653
reactome	R-HSA-1480926	O2/CO2 exchange in erythrocytes	
reactome	R-HSA-8983711	OAS antiviral response	
reactome	R-HSA-381753	Olfactory Signaling Pathway	rs6687840,rs4481887,rs7927370,rs1397048,rs1497546
reactome	R-HSA-190704	Oligomerization of connexins into connexons	rs11154022
reactome	R-HSA-2559585	Oncogene Induced Senescence	rs11221332,rs1063192,rs10876993,rs2282978,rs6590330,rs12143943,rs12484776,rs445,rs139909,rs9623117,rs2283792
reactome	R-HSA-6802957	Oncogenic MAPK signaling	rs2283792,rs6056,rs10444502,rs4767631,rs1876518,rs1378942,rs1874326,rs2032794,rs1127065,rs10758669,rs786870,rs7025486,rs10945919,rs11065987
reactome	R-HSA-111885	Opioid Signalling	rs6056209,rs2306677,rs291353,rs2877716,rs2659546,rs1127065,rs6118083,rs10052657,rs2283792,rs702543,rs999943,rs263238,rs758642,rs1823068,rs3889237,rs2601828,rs1588265,rs13224682,rs10493389,rs7798500,rs10491334,rs1869901
reactome	R-HSA-419771	Opsins	
reactome	R-HSA-68949	Orc1 removal from chromatin	rs2069408,rs16991615,rs9357155,rs837763,rs831571,rs236114
reactome	R-HSA-389397	Orexin and neuropeptides FF and QRFP bind to their respective receptors	
reactome	R-HSA-1852241	Organelle biogenesis and maintenance	rs2066938,rs9814870,rs2236164,rs7795096,rs7805747,rs6918152,rs1541160,rs10423674,rs10488172,rs11739663,rs1366594,rs11154801,rs1007738,rs12915189,rs4906172,rs2301436,rs32579,rs3739070,rs784411,rs13224682,rs8007661,rs7798500,rs10491334,rs12210050
reactome	R-HSA-561048	Organic anion transport	rs2078267,rs505802
reactome	R-HSA-428643	Organic anion transporters	rs17342717,rs17270561,rs1165196
reactome	R-HSA-549127	Organic cation transport	rs1564348,rs2073643,rs651164,rs16928809,rs10479002,rs7758229,rs9364554,rs272889
reactome	R-HSA-549132	Organic cation/anion/zwitterion transport	rs2078267,rs1564348,rs651164,rs10479002,rs505802,rs9364554,rs16928809,rs272889,rs2073643,rs7758229
reactome	R-HSA-449836	Other interleukin signaling	rs1350666,rs6056,rs10444502,rs454305,rs10898392,rs3885683,rs280519,rs10871454,rs5945326,rs484959,rs1876518,rs6687758,rs4338740,rs4143832,rs3805236,rs12821256,rs4764043,rs1436109,rs2283792,rs2121875,rs2160519,rs10748128,rs4764039,rs7578326,rs12720356,rs152528,rs3743200,rs2032794,rs1378942,rs2981579,rs17148090,rs786870,rs17369571,rs706779,rs2439312,rs11065987,rs3782181,rs10758669,rs12279261,rs1484170,rs2114039,rs892055,rs11898505,rs3118470,rs10243024,rs1127065,rs8035957,rs7025486,rs2104286,rs10501570,rs7090512,rs1458038,rs1219648,rs2075726,rs6691170,rs4767631,rs7677751,rs11158493,rs2284033,rs7911500,rs6051520,rs9357155,rs2943641,rs12251307,rs11979158,rs995030,rs831571
reactome	R-HSA-416700	Other semaphorin interactions	rs1551943,rs7702057,rs9871760
reactome	R-HSA-5689896	Ovarian tumor domain proteases	rs2233287,rs1999805,rs4815617,rs1990760,rs40457,rs6902771,rs543650,rs610604,rs2327832,rs2076756,rs16912145,rs2230926,rs5743289,rs9302752,rs10036748,rs2504063,rs10133111
reactome	R-HSA-2559580	Oxidative Stress Induced Senescence	rs1063192,rs2282978,rs10876993,rs12143943,rs12484776,rs445,rs139909,rs9623117,rs2088885,rs2283792,rs4601609
reactome	R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	rs7579899,rs16912145,rs9357155,rs831571
reactome	R-HSA-417957	P2Y receptors	
reactome	R-HSA-141334	PAOs oxidise polyamines to amines	
reactome	R-HSA-5651801	PCNA-Dependent Long Patch Base Excision Repair	rs690705
reactome	R-HSA-4086400	PCP/CE pathway	rs3889237,rs9357155,rs16826658,rs4944092,rs831571
reactome	R-HSA-389948	PD-1 signaling	rs3129882,rs864537,rs2056626,rs9277535,rs2856718,rs7775228,rs10484561,rs9357152,rs3129890,rs2301271,rs987870,rs3077,rs3135363,rs13192471,rs9275698,rs6903608,rs7765379,rs660895,rs3135338,rs2647012,rs1378942,rs9271366,rs9275572,rs7774434,rs2858331,rs2647044,rs7453920,rs6457617
reactome	R-HSA-165160	PDE3B signalling	
reactome	R-HSA-210990	PECAM1 interactions	rs6504218
reactome	R-HSA-381042	PERK regulates gene expression	rs2217332
reactome	R-HSA-1483255	PI Metabolism	rs2302189,rs6585827,rs12537
reactome	R-HSA-1483196	PI and PC transport between ER and Golgi membranes	
reactome	R-HSA-5654689	PI-3K cascade:FGFR1	rs1458038,rs10748128,rs3805236,rs17369571,rs2121875,rs152528
reactome	R-HSA-5654695	PI-3K cascade:FGFR2	rs1458038,rs10748128,rs1219648,rs152528,rs4338740,rs3805236,rs2981579,rs17369571,rs2121875
reactome	R-HSA-5654710	PI-3K cascade:FGFR3	rs1458038,rs10748128,rs3805236,rs152528
reactome	R-HSA-5654720	PI-3K cascade:FGFR4	rs10748128,rs3805236,rs152528
reactome	R-HSA-109704	PI3K Cascade	rs1458038,rs10748128,rs1219648,rs7578326,rs152528,rs4338740,rs3805236,rs2981579,rs6051520,rs2943641,rs17369571,rs2121875
reactome	R-HSA-1963642	PI3K events in ERBB2 signaling	rs1350666,rs3805236,rs1484170,rs11979158,rs2439312
reactome	R-HSA-1250342	PI3K events in ERBB4 signaling	rs1350666,rs2439312,rs1484170
reactome	R-HSA-2219528	PI3K/AKT Signaling in Cancer	rs1350666,rs4660531,rs17036350,rs1484170,rs454305,rs2755237,rs2114039,rs6902771,rs10243024,rs2153960,rs4338740,rs9480865,rs3805236,rs12821256,rs2121875,rs2504063,rs9282641,rs1458038,rs10748128,rs1999805,rs4675374,rs1219648,rs543650,rs7578326,rs1321311,rs7677751,rs152528,rs477895,rs2981579,rs4132509,rs2943641,rs17369571,rs11979158,rs995030,rs2439312,rs3782181
reactome	R-HSA-198203	PI3K/AKT activation	rs2943641,rs7578326
reactome	R-HSA-6811555	PI5P Regulates TP53 Acetylation	
reactome	R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	rs2115386,rs1350666,rs1342326,rs454305,rs1484170,rs891088,rs2114039,rs7111341,rs6902771,rs17369571,rs10243024,rs4338740,rs3805236,rs12821256,rs2283792,rs2121875,rs2504063,rs9282641,rs1458038,rs10748128,rs1999805,rs1420101,rs4675374,rs1219648,rs543650,rs7626795,rs7578326,rs7677751,rs152528,rs11158493,rs2981579,rs2943641,rs9290936,rs11979158,rs995030,rs2439312,rs3782181
reactome	R-HSA-1257604	PIP3 activates AKT signaling	rs2115386,rs1350666,rs1342326,rs17036350,rs454305,rs891088,rs2755237,rs6774494,rs2153960,rs4338740,rs3805236,rs12821256,rs2283792,rs2121875,rs2504063,rs9282641,rs1713985,rs10748128,rs1420101,rs4675374,rs543650,rs7578326,rs9623117,rs152528,rs477895,rs2981579,rs4132509,rs9290936,rs17369571,rs2439312,rs4601609,rs3782181,rs4660531,rs1484170,rs7111341,rs2114039,rs6902771,rs10243024,rs9480865,rs6068020,rs1458038,rs1999805,rs1219648,rs12484776,rs5742915,rs7626795,rs1321311,rs7677751,rs139909,rs11158493,rs6051520,rs9357155,rs2943641,rs11979158,rs995030,rs831571
reactome	R-HSA-5601884	PIWI-interacting RNA (piRNA) biogenesis	rs6761
reactome	R-HSA-163615	PKA activation	rs2601828,rs263238,rs2877716,rs13224682,rs7798500
reactome	R-HSA-164378	PKA activation in glucagon signalling	rs2601828,rs263238,rs2877716,rs13224682,rs7798500
