pathway_namespace	pathway_identifier	pathway_name	snps
kegg	path:hsa04911	Insulin secretion - Homo sapiens (human)	rs4979906,rs6056209,rs2877716,rs2237349,rs7111341,rs1127065,rs10919071,rs2819742,rs2819770,rs216013,rs2281845,rs6118083,rs13376333,rs999943,rs263238,rs4607517,rs730497,rs3889237,rs2601828,rs3757840,rs5219,rs7554607,rs1869901,rs5215
kegg	path:hsa04912	GnRH signaling pathway - Homo sapiens (human)	rs6056209,rs2306677,rs2877716,rs1127065,rs1869901,rs2281845,rs216013,rs6118083,rs16886165,rs2283792,rs889312,rs999943,rs263238,rs7209435,rs3889237,rs2601828,rs11979158,rs4601609,rs815815
kegg	path:hsa04913	Ovarian steroidogenesis - Homo sapiens (human)	rs2115386,rs2899472,rs2877716,rs891088,rs7111341,rs6511720,rs11668477,rs7591064,rs4765623,rs2268363,rs2470893,rs263238,rs17115100,rs2305707,rs2601828,rs13405728,rs12198986,rs5742692,rs11057830,rs2228671
kegg	path:hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)	rs783540,rs2069408,rs263238,rs2877716,rs17763373,rs7111341,rs359457,rs2601828,rs1493682,rs4132509,rs5742692,rs2283792
kegg	path:hsa04915	Estrogen signaling pathway - Homo sapiens (human)	rs6056209,rs2306677,rs2237349,rs2877716,rs1547374,rs454305,rs6902771,rs1869901,rs6118083,rs2283792,rs2504063,rs1999805,rs999943,rs263238,rs543650,rs4601609,rs2601828,rs29232,rs4132509,rs11979158,rs8023445,rs815815
kegg	path:hsa04916	Melanogenesis - Homo sapiens (human)	rs815815,rs7647307,rs2074404,rs6056209,rs2877716,rs16826658,rs1847134,rs7903146,rs1127065,rs12821256,rs6118083,rs4944092,rs7901695,rs1042602,rs2283792,rs956237,rs263238,rs1393350,rs154659,rs4785763,rs3889237,rs2601828,rs415430,rs7349332,rs995030,rs1869901,rs3782181
kegg	path:hsa04917	Prolactin signaling pathway - Homo sapiens (human)	rs744166,rs2070729,rs17083844,rs7111341,rs3018362,rs6902771,rs2153960,rs9480865,rs11107116,rs2283792,rs2504063,rs1341239,rs9594738,rs1999805,rs9594759,rs4607517,rs11611647,rs17115100,rs543650,rs4238010,rs13405728,rs3757840,rs10758669,rs4132509,rs7665090,rs2957128,rs8023445,rs730497
kegg	path:hsa04918	Thyroid hormone synthesis - Homo sapiens (human)	rs830998,rs999943,rs6056209,rs2237349,rs2306677,rs2877716,rs263238,rs2544390,rs1667255,rs3889237,rs2601828,rs10919071,rs6118083,rs12101261,rs17111394,rs8017455,rs1869901
kegg	path:hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)	rs6056209,rs17036350,rs16826658,rs12431733,rs2755237,rs9310736,rs3781264,rs6902771,rs9642880,rs404860,rs11065611,rs10919071,rs2274223,rs6118083,rs10800098,rs2283792,rs365990,rs2504063,rs4444235,rs9296015,rs548097,rs1999805,rs10770705,rs7315438,rs3131296,rs8028182,rs443198,rs543650,rs3889237,rs477895,rs4132509,rs285480,rs3765524,rs1869901
kegg	path:hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)	rs12230440,rs744166,rs17036350,rs1648707,rs3764640,rs1892534,rs7795096,rs7805747,rs10800098,rs12753193,rs13236689,rs1800693,rs7578326,rs8016947,rs560887,rs4132509,rs1402837,rs266717,rs2943641,rs7665090,rs285480,rs10758669
kegg	path:hsa04921	Oxytocin signaling pathway - Homo sapiens (human)	rs12593813,rs6056209,rs2306677,rs2877716,rs2229116,rs2070615,rs2659546,rs1127065,rs7795096,rs7805747,rs2819742,rs2819770,rs2281845,rs216013,rs6118083,rs2283792,rs11979158,rs999943,rs263238,rs8079702,rs1366594,rs1950500,rs7069923,rs1321311,rs4601609,rs4640244,rs3889237,rs2601828,rs7554607,rs7076247,rs2241423,rs10491334,rs1869901,rs815815
kegg	path:hsa04922	Glucagon signaling pathway - Homo sapiens (human)	rs6056209,rs2306677,rs2237349,rs2755237,rs2896526,rs2659546,rs1127065,rs7795096,rs7805747,rs6118083,rs999943,rs4607517,rs3757840,rs560887,rs4132509,rs1402837,rs1869901,rs730497,rs815815
kegg	path:hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)	rs2115386,rs3796804,rs263238,rs2877716,rs891088,rs82625,rs7111341,rs7578326,rs7922491,rs2782980,rs2601828,rs4132509,rs2943641,rs12101261,rs17111394,rs8017455,rs710841
kegg	path:hsa04924	Renin secretion - Homo sapiens (human)	rs4979906,rs2306677,rs1348582,rs2877716,rs82625,rs6056209,rs4343,rs2782980,rs11611208,rs6842241,rs2659546,rs2281845,rs216013,rs6118083,rs710841,rs999943,rs3796804,rs8079702,rs10841496,rs4613763,rs4329,rs1869901,rs815815
kegg	path:hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)	rs6056209,rs2306677,rs2877716,rs2681492,rs11083846,rs2237349,rs10495928,rs12418204,rs6511720,rs1127065,rs11668477,rs10919071,rs2281845,rs216013,rs6118083,rs4765623,rs425105,rs999943,rs263238,rs2681472,rs3889237,rs2601828,rs6807064,rs17291650,rs11057830,rs2228671,rs10491334,rs1869901,rs815815
kegg	path:hsa04926	Relaxin signaling pathway - Homo sapiens (human)	rs6056209,rs291353,rs2237349,rs11880198,rs2877716,rs441051,rs7319311,rs1869901,rs1926203,rs6118083,rs3753242,rs9472138,rs2283792,rs263238,rs4795067,rs8016947,rs4601609,rs3889237,rs2601828,rs4132509,rs3742207,rs7665090,rs11979158,rs8023445
kegg	path:hsa04927	Cortisol synthesis and secretion - Homo sapiens (human)	rs999943,rs6056209,rs2306677,rs2237349,rs2877716,rs6670655,rs17115100,rs263238,rs2601828,rs6511720,rs11668477,rs2281845,rs216013,rs6118083,rs11057830,rs2228671,rs4765623,rs1869901
kegg	path:hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)	rs501764,rs6056209,rs2306677,rs2237349,rs2877716,rs3736228,rs798544,rs1555322,rs1513670,rs6118083,rs10052657,rs10800098,rs6420094,rs2283792,rs6028945,rs702543,rs1801725,rs999943,rs9594738,rs1182188,rs263238,rs1366594,rs9594759,rs798497,rs1321311,rs1823068,rs3889237,rs2601828,rs1588265,rs10493389,rs285480,rs11979158,rs2248359,rs1869901
kegg	path:hsa04929	GnRH secretion - Homo sapiens (human)	rs999943,rs6056209,rs2306677,rs3889237,rs29232,rs5219,rs4132509,rs2281845,rs216013,rs7050529,rs6118083,rs2283792,rs13376333,rs1869901,rs5215
kegg	path:hsa04930	Type II diabetes mellitus - Homo sapiens (human)	rs2115386,rs17036350,rs891088,rs7111341,rs10495928,rs1648707,rs5215,rs11107116,rs7072268,rs216013,rs3753242,rs2283792,rs4607517,rs7578326,rs3757840,rs5219,rs266717,rs2943641,rs730497
kegg	path:hsa04931	Insulin resistance - Homo sapiens (human)	rs2115386,rs744166,rs180515,rs17036350,rs2237349,rs891088,rs7111341,rs10495928,rs2755237,rs7795096,rs7805747,rs2126259,rs3753242,rs548097,rs11868035,rs13236689,rs7120118,rs1800693,rs7578326,rs8016947,rs32579,rs11666579,rs560887,rs4132509,rs6051520,rs1402837,rs2943641,rs7665090
kegg	path:hsa04932	Non-alcoholic fatty liver disease (NAFLD) - Homo sapiens (human)	rs2115386,rs12230440,rs891088,rs7111341,rs1648707,rs1892534,rs7795096,rs7805747,rs2234978,rs12753193,rs11868035,rs7120118,rs1800693,rs7578326,rs4537545,rs4129267,rs4132509,rs266717,rs2943641,rs7665090,rs4601609
kegg	path:hsa04933	AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)	rs5498,rs744166,rs3093030,rs10876993,rs6056209,rs2755237,rs441051,rs3781264,rs10495928,rs7319311,rs744910,rs2274223,rs6118083,rs3753242,rs9472138,rs2283792,rs2070600,rs1799969,rs4601609,rs3889237,rs10758669,rs4132509,rs3742207,rs7665090,rs3765524,rs1869901
kegg	path:hsa04934	Cushing syndrome - Homo sapiens (human)	rs2074404,rs2877716,rs7903146,rs6670655,rs6511720,rs6118083,rs4944092,rs4765623,rs2283792,rs956237,rs1063192,rs999943,rs2282978,rs263238,rs2601828,rs415430,rs7349332,rs2517388,rs1869901,rs10876993,rs2306677,rs2237349,rs16826658,rs6056209,rs9303521,rs445,rs1127065,rs11668477,rs8102137,rs2281845,rs216013,rs7901695,rs393152,rs2069408,rs17115100,rs1321311,rs11057830,rs2228671,rs11979158
kegg	path:hsa04940	Type I diabetes mellitus - Homo sapiens (human)	rs3129055,rs10484561,rs17810546,rs2860580,rs3129890,rs13437082,rs2234978,rs987870,rs485499,rs4713693,rs9282641,rs3135363,rs9275698,rs660895,rs10045431,rs3135338,rs2647012,rs3213094,rs9275572,rs9264942,rs2523608,rs3129882,rs7111341,rs9468925,rs9277535,rs2546890,rs2856718,rs7775228,rs10484554,rs9357152,rs3077,rs13192471,rs6903608,rs7765379,rs9271366,rs9500927,rs7774434,rs2247056,rs2858331,rs8192917,rs6441286,rs2647044,rs10999409,rs2523809,rs6457617
kegg	path:hsa04950	Maturity onset diabetes of the young - Homo sapiens (human)	rs4430796,rs4607517,rs7501939,rs735396,rs7305618,rs7111341,rs1800961,rs3790844,rs4812829,rs1111875,rs5015480,rs3757840,rs7923837,rs2650000,rs7310409,rs730497,rs339331
kegg	path:hsa04960	Aldosterone-regulated sodium reabsorption - Homo sapiens (human)	rs2115386,rs1490453,rs891088,rs7111341,rs7578326,rs3889237,rs10919071,rs5742692,rs2943641,rs2283792
kegg	path:hsa04961	Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)	rs1999805,rs6056209,rs678962,rs6902771,rs543650,rs2681472,rs12883884,rs1869901,rs3889237,rs2601828,rs10919071,rs2502731,rs1011731,rs6118083,rs2681492,rs2504063
kegg	path:hsa04962	Vasopressin-regulated water reabsorption - Homo sapiens (human)	rs2601828,rs2967605,rs2237349,rs199533,rs4906172,rs183211,rs10871454
kegg	path:hsa04964	Proximal tubule bicarbonate reclamation - Homo sapiens (human)	rs10919071
kegg	path:hsa04966	Collecting duct acid secretion - Homo sapiens (human)	rs3800569,rs4580814
kegg	path:hsa04970	Salivary secretion - Homo sapiens (human)	rs4698412,rs4979906,rs2306677,rs2877716,rs6056209,rs82625,rs2229116,rs10089,rs7922491,rs2782980,rs10919071,rs6118083,rs4538475,rs710841,rs999943,rs3796804,rs1109501,rs263238,rs2681472,rs3889237,rs2601828,rs6138150,rs6807064,rs2681492,rs1869901,rs2900174,rs815815
kegg	path:hsa04971	Gastric acid secretion - Homo sapiens (human)	rs815815,rs6056209,rs2306677,rs2877716,rs2237892,rs1127065,rs10919071,rs179429,rs6118083,rs12576239,rs2237886,rs999943,rs263238,rs8079702,rs3889237,rs2601828,rs1869901,rs163182,rs2237878
kegg	path:hsa04972	Pancreatic secretion - Homo sapiens (human)	rs4698412,rs4979906,rs2306677,rs2877716,rs6056209,rs10089,rs2237892,rs2285714,rs11065611,rs3750965,rs10919071,rs2819742,rs2819770,rs179429,rs12576239,rs6118083,rs2237886,rs4538475,rs999943,rs263238,rs2681472,rs3889237,rs2108225,rs2601828,rs7554607,rs6807064,rs2681492,rs1869901,rs163182,rs2237878
kegg	path:hsa04973	Carbohydrate digestion and absorption - Homo sapiens (human)	rs560887,rs10919071,rs12063142,rs4132509,rs1402837,rs7072268,rs1869901
kegg	path:hsa04974	Protein digestion and absorption - Homo sapiens (human)	rs8101881,rs946053,rs10874639,rs441051,rs7319311,rs2237892,rs12883884,rs7077164,rs10919071,rs7044529,rs179429,rs2270676,rs12576239,rs3742207,rs2237886,rs1227756,rs163182,rs2237878
kegg	path:hsa04975	Fat digestion and absorption - Homo sapiens (human)	rs541041,rs13236689,rs3905000,rs2515629,rs693,rs6754295,rs2575876,rs4299376,rs4765623,rs12686004,rs2285714,rs11057830,rs6544713,rs673548,rs6756629,rs4149268
kegg	path:hsa04976	Bile secretion - Homo sapiens (human)	rs1926657,rs651164,rs2877716,rs4299376,rs6511720,rs10919071,rs1481012,rs11668477,rs4148441,rs552976,rs16856332,rs6544713,rs4765623,rs6756629,rs4149081,rs1564348,rs263238,rs4363657,rs3846662,rs2601828,rs2231142,rs11568563,rs11057830,rs2228671,rs4148546
kegg	path:hsa04977	Vitamin digestion and absorption - Homo sapiens (human)	rs541041,rs1801239,rs693,rs6754295,rs11254363,rs6602175,rs10508517,rs11057830,rs7651039,rs4765623,rs673548
kegg	path:hsa04978	Mineral absorption - Homo sapiens (human)	rs3811647,rs1799852,rs2681472,rs12883884,rs11144134,rs2108225,rs10919071,rs1049296,rs2681492,rs11240594,rs1867504
kegg	path:hsa04979	Cholesterol metabolism - Homo sapiens (human)	rs1532085,rs12678919,rs3825776,rs4299376,rs10468017,rs12686004,rs4939883,rs6511720,rs16856332,rs6544713,rs673548,rs4765623,rs6756629,rs11172113,rs541041,rs1800775,rs830998,rs1412444,rs1805081,rs11206510,rs3764261,rs12708980,rs4775031,rs1864163,rs2515629,rs693,rs6754295,rs2544390,rs2575876,rs11668477,rs6065904,rs3757354,rs552976,rs10096633,rs4149268,rs13236689,rs6919346,rs3905000,rs2083637,rs7499892,rs1532624,rs1466535,rs9989419,rs11057830,rs2228671
kegg	path:hsa05010	Alzheimer disease - Homo sapiens (human)	rs242557,rs6056209,rs2306677,rs12678919,rs2229116,rs2736990,rs2659546,rs356220,rs11065611,rs4764043,rs8070723,rs2281845,rs216013,rs2234978,rs2283792,rs6118083,rs10096633,rs2160519,rs11172113,rs999943,rs4764039,rs1800693,rs2083637,rs477895,rs11931074,rs1466535,rs1869901,rs815815
kegg	path:hsa05012	Parkinson disease - Homo sapiens (human)	rs11931074,rs11214606,rs2877716,rs5754217,rs2736990,rs4821112,rs356220
kegg	path:hsa05014	Amyotrophic lateral sclerosis (ALS) - Homo sapiens (human)	rs10875943,rs12658202,rs4764039,rs1800693,rs2659546,rs2075650,rs477895,rs4764043,rs157580,rs2160519
kegg	path:hsa05016	Huntington disease - Homo sapiens (human)	rs237238,rs6056209,rs2237349,rs6554809,rs6761,rs368331,rs4487645,rs4764043,rs6118083,rs7219585,rs2160519,rs1713985,rs4764039,rs8028182,rs10831496,rs1167796,rs6265,rs7715811,rs1869901,rs12670798
kegg	path:hsa05020	Prion diseases - Homo sapiens (human)	rs2826891,rs12279261,rs6107516,rs1436109,rs2283792,rs11088859,rs6052699
kegg	path:hsa05030	Cocaine addiction - Homo sapiens (human)	rs4764039,rs3027409,rs11214606,rs2877716,rs2237349,rs4764043,rs6265,rs7665090,rs4601609,rs2160519
kegg	path:hsa05031	Amphetamine addiction - Homo sapiens (human)	rs12658202,rs4764039,rs3027409,rs2877716,rs2237349,rs2659546,rs1127065,rs3889237,rs4764043,rs216013,rs10491334,rs4601609,rs2160519,rs815815
kegg	path:hsa05032	Morphine addiction - Homo sapiens (human)	rs702543,rs263238,rs1348582,rs291353,rs2877716,rs10841496,rs12201676,rs947583,rs12418204,rs1823068,rs11611208,rs3889237,rs1588265,rs29232,rs2601828,rs10493389,rs10052657,rs8043440
kegg	path:hsa05033	Nicotine addiction - Homo sapiens (human)	rs12658202,rs4764039,rs4764043,rs8043440,rs12201676,rs2160519
kegg	path:hsa05034	Alcoholism - Homo sapiens (human)	rs2283792,rs11984041,rs758642,rs11214606,rs291353,rs2877716,rs3027409,rs4764039,rs2237349,rs2597513,rs6265,rs4764043,rs10491334,rs8023445,rs2160519,rs815815
kegg	path:hsa05100	Bacterial invasion of epithelial cells - Homo sapiens (human)	rs6845865,rs11695685,rs3807989,rs678962,rs9929218,rs741301,rs10488031,rs10243024,rs2502731,rs3805236,rs1011731,rs13230047,rs11984075,rs8023445
kegg	path:hsa05110	Vibrio cholerae infection - Homo sapiens (human)	rs163182,rs10089,rs2237892,rs3889237,rs2601828,rs179429,rs12576239,rs2237886,rs3800569,rs2237878
kegg	path:hsa05120	Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	rs3110496,rs10243024,rs8016947,rs1378942,rs17001239,rs7665090,rs11979158,rs4601609,rs3800569
kegg	path:hsa05130	Pathogenic Escherichia coli infection - Homo sapiens (human)	rs3889237,rs9929218
kegg	path:hsa05131	Shigellosis - Homo sapiens (human)	rs40457,rs8016947,rs741301,rs10488031,rs2076756,rs16912145,rs13230047,rs11984075,rs7665090,rs2283792,rs9302752,rs5743289
kegg	path:hsa05132	Salmonella infection - Homo sapiens (human)	rs6699417,rs4796217,rs7665090,rs4906172,rs2283792,rs4795067,rs4601609
kegg	path:hsa05133	Pertussis - Homo sapiens (human)	rs11642873,rs2070729,rs305061,rs2546890,rs17810546,rs9888739,rs391525,rs2283792,rs485499,rs3813948,rs1539019,rs10045431,rs11150610,rs4795067,rs3024505,rs3213094,rs6441286,rs7665090,rs4601609,rs815815
kegg	path:hsa05134	Legionellosis - Homo sapiens (human)	rs12034383,rs10045431,rs11150610,rs8016947,rs2546890,rs3818361,rs3213094,rs17810546,rs6441286,rs9888739,rs7665090,rs485499,rs6701713
kegg	path:hsa05135	Yersinia infection - Homo sapiens (human)	rs7804356,rs6699417,rs968451,rs12344583,rs1539019,rs2292354,rs8016947,rs3780792,rs3024505,rs4132509,rs2413583,rs7665090,rs2283792,rs4601609
kegg	path:hsa05140	Leishmaniasis - Homo sapiens (human)	rs968451,rs10484561,rs17810546,rs3129890,rs2283792,rs987870,rs485499,rs3135363,rs7665090,rs9275698,rs2647044,rs12034383,rs660895,rs10045431,rs3135338,rs2647012,rs4795067,rs3024505,rs9275572,rs3213094,rs2413583,rs10758669,rs4601609,rs3129882,rs9277535,rs2546890,rs3818361,rs2856718,rs7775228,rs9357152,rs9888739,rs3077,rs6701713,rs13192471,rs1801274,rs6903608,rs7765379,rs11150610,rs8016947,rs9271366,rs4821544,rs7774434,rs2858331,rs6441286,rs9500927,rs6457617
kegg	path:hsa05142	Chagas disease (American trypanosomiasis) - Homo sapiens (human)	rs864537,rs6056209,rs11880198,rs2056626,rs4343,rs2546890,rs17810546,rs6118083,rs2234978,rs2283792,rs485499,rs1800693,rs10045431,rs1864982,rs4795067,rs8016947,rs4601609,rs3024505,rs3213094,rs4132509,rs6441286,rs7665090,rs4329,rs710446,rs1869901
kegg	path:hsa05143	African trypanosomiasis - Homo sapiens (human)	rs5498,rs3093030,rs1799969,rs6056209,rs10045431,rs2239785,rs2546890,rs2000999,rs3024505,rs3889237,rs3213094,rs17810546,rs6118083,rs6441286,rs2234978,rs710446,rs1869901,rs485499
kegg	path:hsa05144	Malaria - Homo sapiens (human)	rs11172113,rs5498,rs6701713,rs13236689,rs3093030,rs1799969,rs12034383,rs10243024,rs6074022,rs3818361,rs6504218,rs3024505,rs17810546,rs1466535,rs6441286,rs6136,rs485499,rs1569476
kegg	path:hsa05145	Toxoplasmosis - Homo sapiens (human)	rs2158836,rs968451,rs280519,rs6511720,rs10484561,rs17810546,rs4781011,rs3129890,rs987870,rs2283792,rs4925386,rs485499,rs3135363,rs2647044,rs9275698,rs660895,rs10045431,rs3135338,rs2647012,rs4795067,rs6074022,rs12720356,rs3024505,rs9275572,rs3213094,rs477895,rs4132509,rs2413583,rs10758669,rs3129882,rs744166,rs7714584,rs9277535,rs2856718,rs7775228,rs2546890,rs2275215,rs11668477,rs9357152,rs525410,rs3077,rs13192471,rs6903608,rs7765379,rs1800693,rs8016947,rs9271366,rs9500927,rs7774434,rs12621278,rs2858331,rs6441286,rs7665090,rs2228671,rs6457617
kegg	path:hsa05146	Amoebiasis - Homo sapiens (human)	rs2158836,rs6056209,rs11880198,rs441051,rs7319311,rs2546890,rs2275215,rs2268983,rs17810546,rs6118083,rs9888739,rs2310173,rs4925386,rs525410,rs485499,rs2807278,rs10045431,rs11150610,rs4795067,rs3889237,rs3024505,rs3213094,rs6441286,rs3742207,rs7665090,rs1869901
kegg	path:hsa05150	Staphylococcus aureus infection - Homo sapiens (human)	rs10033900,rs10484561,rs3129890,rs6136,rs987870,rs1569476,rs3135363,rs9275698,rs1799969,rs660895,rs3135338,rs2647012,rs783147,rs3024505,rs9275572,rs1329428,rs5498,rs3129882,rs3093030,rs6677604,rs9277535,rs2856718,rs7775228,rs9357152,rs9888739,rs3077,rs13192471,rs1801274,rs6903608,rs7765379,rs11150610,rs9271366,rs9500927,rs7774434,rs2858331,rs2647044,rs7236477,rs6457617
kegg	path:hsa05152	Tuberculosis - Homo sapiens (human)	rs3817198,rs11574637,rs40457,rs2076756,rs7238078,rs10484561,rs17810546,rs4781011,rs3129890,rs987870,rs2283792,rs3800569,rs485499,rs3135363,rs2647044,rs9275698,rs12034383,rs660895,rs10045431,rs3135338,rs2647012,rs4795067,rs4077515,rs3024505,rs9275572,rs3213094,rs477895,rs4132509,rs10758669,rs815815,rs3129882,rs9277535,rs2659546,rs2856718,rs7775228,rs290986,rs3818361,rs10781500,rs2546890,rs1127065,rs9357152,rs9888739,rs3077,rs6701713,rs13192471,rs1801274,rs6903608,rs6441286,rs7765379,rs1800693,rs4664308,rs2437258,rs11150610,rs9271366,rs9500927,rs7774434,rs2858331,rs5743289,rs9302752,rs7665090,rs6457617
kegg	path:hsa05160	Hepatitis C - Homo sapiens (human)	rs210138,rs4815617,rs744166,rs11057830,rs10876993,rs280519,rs9642880,rs445,rs6511720,rs11668477,rs210134,rs4765623,rs2234978,rs2283792,rs2069408,rs7120118,rs2282978,rs2066808,rs1800693,rs1864982,rs8016947,rs1321311,rs12720356,rs477895,rs4132509,rs7665090,rs2228671,rs11979158,rs10133111
kegg	path:hsa05161	Hepatitis B - Homo sapiens (human)	rs1990760,rs4815617,rs744166,rs2237349,rs968451,rs280519,rs9642880,rs744910,rs8102137,rs16886165,rs2234978,rs889312,rs7574865,rs2283792,rs1059513,rs2069408,rs2066808,rs1950500,rs167769,rs224278,rs8016947,rs1321311,rs12720356,rs3889237,rs4601609,rs477895,rs4132509,rs2413583,rs7665090,rs3821236,rs10758669,rs10133111
kegg	path:hsa05162	Measles - Homo sapiens (human)	rs1990760,rs280519,rs2327832,rs17810546,rs210134,rs2234978,rs485499,rs11968166,rs7665090,rs2282978,rs16892766,rs2066808,rs10045431,rs12720356,rs3213094,rs477895,rs4132509,rs706779,rs11611647,rs4601609,rs210138,rs4815617,rs744166,rs10876993,rs445,rs2546890,rs3118470,rs610604,rs8102137,rs2104286,rs7090512,rs2069408,rs8016947,rs3218097,rs4238010,rs2284033,rs7911500,rs2230926,rs6441286,rs12251307,rs10133111
kegg	path:hsa05163	Human cytomegalovirus infection - Homo sapiens (human)	rs180515,rs291353,rs2877716,rs17036350,rs9642880,rs3129055,rs798544,rs2860580,rs6118083,rs13437082,rs210134,rs2234978,rs2283792,rs882300,rs4713693,rs999943,rs1182188,rs2282978,rs263238,rs4613763,rs4537545,rs2601828,rs4132509,rs9264942,rs1869901,rs1746048,rs815815,rs210138,rs2523608,rs744166,rs10876993,rs2306677,rs6056209,rs2237349,rs9468925,rs2114039,rs445,rs2659546,rs10484554,rs4796217,rs9472138,rs1950500,rs1800693,rs798497,rs8016947,rs1321311,rs7677751,rs3889237,rs4129267,rs2247056,rs7665090,rs11979158,rs2523809
kegg	path:hsa05164	Influenza A - Homo sapiens (human)	rs1342326,rs1990760,rs280519,rs13278062,rs10484561,rs17810546,rs4781011,rs3129890,rs210134,rs987870,rs2234978,rs2283792,rs485499,rs3135363,rs7665090,rs9275698,rs2647044,rs1799969,rs2282978,rs2066808,rs11968166,rs660895,rs10045431,rs3135338,rs2647012,rs12720356,rs783147,rs3213094,rs9275572,rs2967605,rs4132509,rs10758669,rs210138,rs5498,rs3129882,rs4815617,rs3093030,rs10876993,rs9277535,rs445,rs2856718,rs7775228,rs2546890,rs9357152,rs3077,rs13192471,rs6903608,rs7765379,rs1800693,rs5742915,rs1539019,rs8016947,rs3218097,rs9271366,rs3889237,rs7774434,rs2858331,rs6441286,rs9500927,rs6457617,rs10133111
kegg	path:hsa05165	Human papillomavirus infection - Homo sapiens (human)	rs180515,rs2074404,rs7077361,rs2755237,rs7319311,rs7905537,rs3129055,rs1150754,rs3753242,rs13437082,rs210134,rs2283792,rs4713693,rs3800569,rs4298437,rs4613763,rs12720356,rs4132509,rs477895,rs9264942,rs11611647,rs210138,rs2523608,rs10876993,rs2237349,rs16826658,rs441051,rs445,rs404860,rs2275215,rs9472138,rs10501570,rs525410,rs1801516,rs2069408,rs1800693,rs443198,rs1864982,rs1321311,rs12621278,rs3914132,rs2853676,rs7665090,rs11979158,rs2523809,rs2158836,rs17036350,rs10898392,rs7903146,rs3885683,rs280519,rs2736100,rs197770,rs2860580,rs4944092,rs1054627,rs2234978,rs4925386,rs11968166,rs2282978,rs3131296,rs2066808,rs415430,rs7349332,rs17148090,rs7341475,rs17157903,rs2273061,rs185819,rs2070729,rs9468925,rs10484554,rs8102137,rs7901695,rs6122972,rs9296015,rs1551943,rs3218097,rs4238010,rs11158493,rs2247056,rs2269426,rs3742207,rs12198173,rs10133111
kegg	path:hsa05166	Human T-cell leukemia virus 1 infection - Homo sapiens (human)	rs11221332,rs2877716,rs6590330,rs3129055,rs10484561,rs3129890,rs13437082,rs2283792,rs2310173,rs4713693,rs1063192,rs9275698,rs1799969,rs6074022,rs2431697,rs4132509,rs9264942,rs706779,rs11611647,rs5498,rs3129882,rs2523608,rs10876993,rs2237349,rs9277535,rs2659546,rs3118470,rs2856718,rs1493682,rs10423674,rs16886165,rs2104286,rs3077,rs13192471,rs1801516,rs6903608,rs2069408,rs12915189,rs7765379,rs1950500,rs1800693,rs8016947,rs1321311,rs9271366,rs7209435,rs2284033,rs7774434,rs7911500,rs2853676,rs2647044,rs12251307,rs9500927,rs7665090,rs2523809,rs6457617,rs2736100,rs9642880,rs744910,rs738722,rs2860580,rs987870,rs3135363,rs11968166,rs263238,rs660895,rs3135338,rs2647012,rs2601828,rs9275572,rs4601609,rs3093030,rs9468925,rs1547014,rs7775228,rs10484554,rs8102137,rs9357152,rs889312,rs7090512,rs224278,rs3218097,rs4238010,rs2247056,rs2858331
kegg	path:hsa05167	Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)	rs3132468,rs291353,rs17036350,rs280519,rs9642880,rs3129055,rs2596542,rs2860580,rs13437082,rs210134,rs2234978,rs2283792,rs4713693,rs9282641,rs999943,rs1799969,rs2282978,rs2066808,rs12720356,rs4132509,rs6063312,rs9264942,rs10758669,rs4601609,rs815815,rs210138,rs5498,rs2523608,rs744166,rs3093030,rs2306677,rs2248462,rs10876993,rs9468925,rs2855812,rs13314993,rs445,rs2659546,rs10484554,rs290986,rs9472138,rs1950500,rs1800693,rs8016947,rs1321311,rs2247056,rs7665090,rs2523809,rs10133111
kegg	path:hsa05168	Herpes simplex virus 1 infection - Homo sapiens (human)	rs1990760,rs17036350,rs968451,rs280519,rs855913,rs1077667,rs3129055,rs10484561,rs7474896,rs17810546,rs2860580,rs3129890,rs13437082,rs210134,rs987870,rs2234978,rs6509701,rs4713693,rs485499,rs3745672,rs3135363,rs9275698,rs7665090,rs2304130,rs2066808,rs660895,rs6499188,rs3135338,rs2647012,rs10045431,rs12720356,rs4077515,rs3213094,rs9275572,rs4132509,rs477895,rs2413583,rs9264942,rs9803659,rs10758669,rs210138,rs6611365,rs3129882,rs4815617,rs2523608,rs9468925,rs9277535,rs2856718,rs7775228,rs10484554,rs290986,rs260461,rs10781500,rs931608,rs2546890,rs9357152,rs3077,rs13192471,rs6903608,rs7765379,rs1800693,rs5742915,rs8016947,rs9271366,rs10411195,rs9500927,rs7774434,rs2247056,rs2858331,rs6441286,rs2647044,rs1434579,rs2523809,rs6457617,rs10133111
